frequency,power
54467320.261438,-114.849617
54472766.884532,-111.725685
54478213.507625,-114.975815
54483660.130719,-115.551140
54489106.753813,-110.394211
54494553.376906,-109.169342
54500000.000000,-117.783508
54505446.623094,-115.900230
54510893.246187,-112.118568
54516339.869281,-118.370850
54521786.492375,-113.694260
54527233.115468,-115.981598
54532679.738562,-120.166916
54538126.361656,-109.811722
54543572.984749,-114.341270
54549019.607843,-116.078140
54554466.230937,-115.845901
54559912.854031,-117.061272
54565359.477124,-111.230743
54570806.100218,-115.960655
54576252.723312,-113.256393
54581699.346405,-117.444946
54587145.969499,-121.992706
54592592.592593,-116.078804
54598039.215686,-114.373329
54603485.838780,-115.391319
54608932.461874,-113.858780
54614379.084967,-115.531349
54619825.708061,-116.590347
54625272.331155,-120.298264
54630718.954248,-113.276779
54636165.577342,-113.196594
54641612.200436,-112.496323
54647058.823529,-113.972916
54652505.446623,-114.600266
54657952.069717,-113.940598
54663398.692810,-113.767258
54668845.315904,-115.382889
54674291.938998,-115.755737
54679738.562091,-116.715431
54685185.185185,-113.804977
54690631.808279,-114.653168
54696078.431373,-113.674690
54701525.054466,-115.283188
54706971.677560,-114.031387
54712418.300654,-114.615875
